,name,user_card,titles,comment_num,comment_num,time,device,text,pic_num,video
3,用户rf1ja7dazs,id=3966768373&refer_flag=1001015010_,"['用户rf1ja7dazs', '熊猫守护者']",?评论,?1,2018-10-12 07:25,,分享视频 2北京·清华大学本部 L用户rf1ja7dazs的微博视频,0.0,True
4,用户rf1ja7dazs,id=3966768373&refer_flag=1001015010_,"['用户rf1ja7dazs', '熊猫守护者']",?评论,?赞,2018-10-12 07:27,,分享视频 2北京·清华大学本部 L用户rf1ja7dazs的微博视频,0.0,True
5,用户rf1ja7dazs,id=3966768373&refer_flag=1001015010_,"['用户rf1ja7dazs', '熊猫守护者']",?评论,?赞,2018-10-12 07:26,,分享视频 2北京·清华大学本部 L用户rf1ja7dazs的微博视频,0.0,False
6,用户rf1ja7dazs,id=3966768373&refer_flag=1001015010_,"['用户rf1ja7dazs', '熊猫守护者']",?评论,?赞,2018-10-12 07:26,,分享视频 2北京·清华大学本部 L用户rf1ja7dazs的微博视频,0.0,False
7,用户rf1ja7dazs,id=3966768373&refer_flag=1001015010_,"['用户rf1ja7dazs', '熊猫守护者']",?评论,?赞,2018-10-12 07:26,,分享视频 2北京·清华大学本部 L用户rf1ja7dazs的微博视频,0.0,False
8,用户rf1ja7dazs,id=3966768373&refer_flag=1001015010_,"['用户rf1ja7dazs', '熊猫守护者']",?评论,?赞,2018-10-12 07:25,,分享视频 2北京·清华大学本部 L用户rf1ja7dazs的微博视频,0.0,False
9,贝贝_蝶,id=1736825295&refer_flag=1001015010_,"['贝贝_蝶', '']",? 2,?赞,2018-10-12 12:41,荣耀8青春版 颜值担当,路过。。。 2北京·清华大学本部,4.0,False
10,用户rf1ja7dazs,id=3966768373&refer_flag=1001015010_,"['用户rf1ja7dazs', '熊猫守护者']",?评论,?赞,2018-10-12 07:28,,分享视频 2北京·清华大学本部 L用户rf1ja7dazs的微博视频,0.0,False
11,曹建辉2013,id=2725831271&refer_flag=1001015010_,"['曹建辉2013', '熊猫守护者']",?评论,?赞,2018-10-12 14:06,小米6X 拍人更美,常规赛湖人开局 一胜三负 你这中国网站编辑未卜先知吗？ 2北京·清华大学本部,2.0,False
12,我是mhr,id=5297298197&refer_flag=1001015010_,"['我是mhr', '微博会员']",? 5,?11,2018-10-12 16:17,,分享图片 2北京·清华大学本部,1.0,False
13,屿非非,id=2810674845&refer_flag=1001015010_,"['屿非非', '微博会员']",?评论,?11,2018-10-12 12:46,,"work hard & play hard 嘻嘻嘻
@爱疯GOT7打榜团 2北京·清华大学本部",1.0,False
14,我觉得你应该看不到我,id=6517639573&refer_flag=1001015010_,['我觉得你应该看不到我'],?评论,?赞,2018-10-12 12:13,,多穿点暖暖和和的不好吗干嘛非要显得自己那么单薄 2北京·清华大学本部,1.0,False
15,More_feel_,id=2513847134&refer_flag=1001015010_,"['More_feel_', '熊猫守护者']",? 1,?赞,2018-10-12 11:13,,每天感觉都好冷 这是冬天来的节奏吗 2北京·清华大学本部,1.0,False
16,菲菲飞兔,id=1774944731&refer_flag=1001015010_,['菲菲飞兔'],?评论,?1,2018-10-12 11:32,,晒着太阳上课真爽。#惊艳中国# 2北京·清华大学本部,1.0,False
17,双子猫咪咪,id=2383241637&refer_flag=1001015010_,"['双子猫咪咪', '', '微博问答优质答主']",?评论,?1,2018-10-12 15:54,,#纪念这一刻# 休息了 2北京·清华大学本部,1.0,False
18,爱吃饭的大米粒,id=2643794122&refer_flag=1001015010_,['爱吃饭的大米粒'],?评论,?赞,2018-10-12 10:38,,小时候的理想大学，时隔多年终于来到了门口 2北京·清华大学本部,1.0,False
19,双子猫咪咪,id=2383241637&refer_flag=1001015010_,"['双子猫咪咪', '', '微博问答优质答主']",?评论,?1,2018-10-12 15:51,,#惊艳中国# 2北京·清华大学本部,1.0,False
20,双子猫咪咪,id=2383241637&refer_flag=1001015010_,"['双子猫咪咪', '', '微博问答优质答主']",?评论,?1,2018-10-12 15:52,,#定格不凡影像# 2北京·清华大学本部,1.0,False
21,慕小-Eileen,id=5869241296&refer_flag=1001015010_,"['慕小-Eileen', '熊猫守护者']",? 2,?1,2018-10-12 16:48,,吹爆雅诗兰黛的底妆产品！这几天北京真的干啊…但是我发现，只要不用散粉定妆，就不会特别的干（结块浮粉真的超丑）妆前保湿做好，double wear用来做底妆，不擦散粉，新入的气垫用来补妆（擦鼻涕导致的），简直绝了！！！@雅诗兰黛 爱您 2北京·清华大学本部,1.0,False
22,愆期其人y,id=6760448169&refer_flag=1001015010_,['愆期其人y'],?评论,?赞,2018-10-12 13:31,,?NCT 有小姐妹组团去嘛 2北京·清华大学本部,1.0,False
23,Hermia不是英文名字,id=2975407755&refer_flag=1001015010_,['Hermia不是英文名字'],? 3,?赞,2018-10-12 15:35,HUAWEI nova 2 Plus,分享图片 2北京·清华大学本部,1.0,False
24,何帥傑,id=3041980035&refer_flag=1001015010_,['何帥傑'],? 8,?2,2018-10-12 16:01,魅族 PRO 6 Plus,刚刚打开浓硫酸瓶子的时候，砰的一声，感觉浓硫酸溅出来，立马额头刺疼，吓得老子赶紧去清水冲洗，前后冲洗了半个小时。最后发现没事！唉，一场虚惊！ 2北京·清华大学本部,0.0,False
25,THU的小Aries,id=6088520744&refer_flag=1001015010_,"['THU的小Aries', '微博会员']",? 1,?赞,2018-10-12 15:52,iPhone 7 Plus,这两个系列真的一毛一样没有任何区别（除了封装 2北京·清华大学本部,1.0,False
26,乔小不,id=1848446991&refer_flag=1001015010_,"['乔小不', '', '微博会员', '熊猫守护者']",? 1,?赞,2018-10-12 15:17,,@_利利哥_- 2北京·清华大学本部,1.0,False
27,双子猫咪咪,id=2383241637&refer_flag=1001015010_,"['双子猫咪咪', '', '微博问答优质答主']",?评论,?1,2018-10-12 15:44,,#今日贴纸打卡# 2北京·清华大学本部,1.0,False
28,小花园种花啦,id=6676721261&refer_flag=1001015010_,['小花园种花啦'],?评论,?赞,2018-10-12 16:09,,妈的学微积分真的是我干的效率最低的一件事！艹 2北京·清华大学本部,0.0,False
29,Knee-jerk,id=3181190180&refer_flag=1001015010_,"['Knee-jerk', '', '熊猫守护者']",?评论,?7,2018-10-12 14:42,HUAWEI P10,啊嘞 2北京·清华大学本部,1.0,False
30,波浪一波一波一波,id=5599929105&refer_flag=1001015010_,['波浪一波一波一波'],?评论,?1,2018-10-12 07:39,,把负面情绪吞下去好好努力 ? 2北京·清华大学本部,1.0,False
31,陈岚啦啦啦,id=6413715875&refer_flag=1001015010_,"['陈岚啦啦啦', '熊猫守护者']",?评论,?赞,2018-10-12 14:09,,自制清青小火锅 2北京·清华大学本部,1.0,False
32,三宝_mx,id=5103284833&refer_flag=1001015010_,['三宝_mx'],?评论,?1,2018-10-12 11:25,HUAWEI P20,两种颜色的花。 2北京·清华大学本部,1.0,False
33,0肥啾0,id=3049372361&refer_flag=1001015010_,"['0肥啾0', '微博会员']",?评论,?赞,2018-10-12 15:02,OPPO超视野全面屏R15,中国:中日韩xx  日本:日中韩xx  韩国:韩中日xx  嗯~基本心理分析 中国:我是老大有问题？日本韩国嘛，姑且按国家大小吧 日本:我是老大有问题？韩国怎么可能排在中国前面  韩国:不管我就是老大(心虚)，日本怎么可能排在中国前面  最后中国:喵喵 2北京·清华大学本部,0.0,False
34,好好生活_多看书,id=2623686805&refer_flag=1001015010_,"['好好生活_多看书', '美丽中国我是行动者']",? 3,?赞,2018-10-12 15:31,HUAWEI Mate 10,深深深深地感受到了地产的寒冬 2北京·清华大学本部,0.0,False
0,Jhonia531,id=6598148497&refer_flag=1001015010_,['Jhonia531'],?评论,?1,2018-10-12 08:51,前后2000万 OPPO R11,2北京·清华大学本部,1.0,False
1,月亮你好爱笑爱生活,id=6217375238&refer_flag=1001015010_,['月亮你好爱笑爱生活'],?评论,?1,2018-10-12 11:05,HUAWEI nova手机,#崔永元#“问题是如范冰冰和范冰冰们这样的假爱国爱民，甚至坑国坑民的人大有人在，表面高喊口号、暗中盘算自己者大有人在，而且还很风光，是电视台常客，常常“上头条”；而如崔永元和崔永元们，则常常不被理解，甚至误解、毒解，步履维艰、命运坎坷，每每想到此，我常常想哭，却无泪！”———学者王 ...展开全文c,0.0,False
